timestep,left_hip_pitch_joint_pos_diff,left_hip_roll_joint_pos_diff,left_hip_yaw_joint_pos_diff,left_knee_pitch_joint_pos_diff,left_ankle_pitch_joint_pos_diff,left_ankle_roll_joint_pos_diff,left_shoulder_pitch_joint_pos_diff,right_hip_pitch_joint_pos_diff,right_hip_roll_joint_pos_diff,right_hip_yaw_joint_pos_diff,right_knee_pitch_joint_pos_diff,right_ankle_pitch_joint_pos_diff,right_ankle_roll_joint_pos_diff,right_shoulder_pitch_joint_pos_diff,left_hip_pitch_joint_vel,left_hip_roll_joint_vel,left_hip_yaw_joint_vel,left_knee_pitch_joint_vel,left_ankle_pitch_joint_vel,left_ankle_roll_joint_vel,left_shoulder_pitch_joint_vel,right_hip_pitch_joint_vel,right_hip_roll_joint_vel,right_hip_yaw_joint_vel,right_knee_pitch_joint_vel,right_ankle_pitch_joint_vel,right_ankle_roll_joint_vel,right_shoulder_pitch_joint_vel,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,base_euler_x,base_euler_y,base_euler_z,left_hip_pitch_joint_action,left_hip_roll_joint_action,left_hip_yaw_joint_action,left_knee_pitch_joint_action,left_ankle_pitch_joint_action,left_ankle_roll_joint_action,left_shoulder_pitch_joint_action,right_hip_pitch_joint_action,right_hip_roll_joint_action,right_hip_yaw_joint_action,right_knee_pitch_joint_action,right_ankle_pitch_joint_action,right_ankle_roll_joint_action,right_shoulder_pitch_joint_action
894,-0.015445,0.094868,-0.002841,0.281317,-0.176128,0.054368,-0.125168,-0.221176,-0.054600,0.055956,-0.058274,0.179561,-0.205328,-0.040415,0.105103,0.086077,-0.072575,0.183049,-0.066894,-0.048767,0.047105,0.066131,0.019179,0.072268,-0.069199,-0.075963,-0.156766,-0.100807,0.561651,0.083650,-0.264101,-0.007000,0.041984,-0.007271,1.027887,0.131054,-0.540651,1.041213,-0.477836,0.028199,0.599640,0.039512,0.949209,0.480842,-0.153275,0.346434,-0.902277,-0.442373
895,0.005840,0.109632,-0.018756,0.314681,-0.190499,0.047398,-0.115581,-0.206794,-0.051532,0.061900,-0.065943,0.175690,-0.224673,-0.060357,0.108479,0.067051,-0.097738,0.187345,-0.064153,-0.060034,0.039433,0.074109,0.013656,0.001381,-0.025931,0.012387,-0.043381,-0.105410,-0.372125,-0.170364,-1.232200,-0.006426,0.041654,-0.014255,0.878132,0.102315,-0.804610,0.958071,-0.266222,-0.041259,-0.130820,0.169577,2.169407,0.452713,-0.213185,0.334459,-1.062478,0.137491
896,0.027891,0.121137,-0.051929,0.352072,-0.200650,0.035291,-0.106952,-0.191071,-0.049231,0.052888,-0.067286,0.185434,-0.218799,-0.081258,0.111548,0.056004,-0.180287,0.185810,-0.058739,-0.049191,0.045877,0.081167,0.011201,-0.052935,-0.001381,0.053160,0.048143,-0.099887,0.443868,0.151867,-0.371068,-0.008136,0.041997,-0.021804,0.949858,0.221330,-0.498165,1.167042,-0.523419,-0.044028,0.648870,0.627479,1.341081,0.491909,0.103094,0.694544,-0.879085,-0.690877
897,0.050901,0.131876,-0.082801,0.392723,-0.210736,0.026181,-0.096789,-0.174964,-0.046163,0.045026,-0.066902,0.197126,-0.203289,-0.097364,0.116458,0.053549,-0.134563,0.183662,-0.053438,-0.045096,0.053242,0.080247,0.020714,-0.029613,0.001381,0.059490,0.077674,-0.067665,1.145212,0.028676,-1.157872,0.003409,0.042374,-0.028607,1.311538,0.433656,-0.579130,0.940085,-0.338227,0.040720,0.120779,0.262672,0.575408,-0.428975,0.025310,0.517034,-0.477097,0.049696
898,0.075254,0.143380,-0.100825,0.429731,-0.218741,0.017869,-0.084709,-0.159240,-0.039068,0.044259,-0.067094,0.204973,-0.186358,-0.108103,0.122902,0.057231,-0.077178,0.184890,-0.040841,-0.039676,0.061835,0.077792,0.040354,0.005677,-0.002302,0.032255,0.078281,-0.051401,1.129748,-0.055876,-0.630395,0.015762,0.041658,-0.038542,1.052823,0.362649,-0.439246,0.988867,-0.461717,-0.032908,0.532138,0.309575,0.145803,-0.172053,0.030895,0.615638,-0.357121,-0.299230
899,0.099990,0.153735,-0.117316,0.465589,-0.222722,0.007769,-0.071862,-0.144092,-0.029865,0.044259,-0.068053,0.205037,-0.175075,-0.117115,0.124743,0.049253,-0.088839,0.175991,-0.028569,-0.032955,0.065517,0.075337,0.048332,-0.009053,-0.006905,-0.005827,0.057585,-0.042502,0.292307,-0.048240,-0.217887,0.020951,0.041555,-0.042608,0.967581,0.321245,-0.440103,1.059661,-0.432453,-0.046276,0.428232,0.344916,0.620821,-0.151477,0.043054,0.541562,-0.508382,-0.265750
900,0.125493,0.161980,-0.136299,0.498954,-0.228672,0.007099,-0.059014,-0.130094,-0.021235,0.035247,-0.069970,0.199191,-0.163446,-0.127661,0.129653,0.036978,-0.096818,0.162488,-0.015732,-0.022516,0.064289,0.066438,0.038205,-0.059686,-0.009666,-0.040227,0.047441,-0.062755,0.176821,-0.178408,-0.066890,0.021734,0.041905,-0.043276,0.980111,0.223667,-0.552065,1.050097,-0.355397,-0.112139,0.316175,0.138002,1.301522,0.097517,-0.113646,0.566514,-0.748046,-0.254899
901,0.151954,0.167349,-0.159118,0.529250,-0.230641,0.005189,-0.046359,-0.117822,-0.016250,0.018372,-0.071888,0.187382,-0.152558,-0.142043,0.133029,0.024396,-0.119526,0.149293,-0.005498,-0.008861,0.061221,0.059993,0.019179,-0.090680,-0.009053,-0.067732,0.058308,-0.072268,-0.109639,-0.543746,0.346580,0.022626,0.037587,-0.043419,0.872451,0.309134,-0.329590,1.329276,-0.440536,-0.087961,0.690820,-0.354948,1.021339,0.368651,-0.574211,0.372837,-0.736731,-0.669258
902,0.178224,0.170801,-0.180977,0.554561,-0.230641,0.005384,-0.033895,-0.106317,-0.014908,0.000349,-0.072847,0.167474,-0.143723,-0.154698,0.130574,0.013042,-0.102342,0.136711,0.002789,0.001597,0.060607,0.056925,0.002608,-0.084543,-0.002608,-0.093500,0.058656,-0.057538,0.000693,-0.351437,0.868460,0.022851,0.032131,-0.036232,0.948892,0.396032,-0.399083,1.301581,-0.326757,-0.028426,0.447657,-0.121070,1.014583,0.199442,-0.563449,0.180565,-0.699963,-0.427495
903,0.204110,0.171951,-0.198810,0.579872,-0.226697,0.000624,-0.022965,-0.096154,-0.014908,-0.011540,-0.072463,0.149438,-0.138637,-0.165053,0.128119,0.002302,-0.083622,0.122595,0.008439,-0.000722,0.052935,0.048025,0.001381,-0.046184,0.002302,-0.091923,-0.000956,-0.051401,-0.216954,-0.291047,0.755144,0.022398,0.028359,-0.028712,0.798311,0.377782,-0.338397,1.337293,-0.444227,-0.062215,0.736936,0.013714,0.967031,0.565520,-0.531659,0.258721,-0.788362,-0.774540
904,0.229037,0.171376,-0.213383,0.602882,-0.226700,0.003160,-0.012227,-0.088484,-0.013374,-0.015759,-0.072463,0.135432,-0.144398,-0.175791,0.123822,-0.002915,-0.067972,0.110320,0.012467,-0.008897,0.055083,0.033909,0.010280,-0.015190,-0.001995,-0.077802,-0.063790,-0.053549,-0.348126,-0.368779,0.957808,0.018805,0.024986,-0.020286,0.843882,0.308448,-0.427956,1.259345,-0.346774,-0.052647,0.576108,-0.035975,1.295626,0.550833,-0.569809,0.108250,-0.910324,-0.589382
905,0.252815,0.170417,-0.224121,0.624933,-0.222750,-0.002195,0.000237,-0.083691,-0.010881,-0.017676,-0.073230,0.123502,-0.157510,-0.185378,0.118299,-0.005677,-0.047105,0.096204,0.015442,-0.016005,0.064596,0.019793,0.012121,-0.010280,-0.004450,-0.055822,-0.055211,-0.044957,-0.369556,-0.208538,0.969199,0.015446,0.020261,-0.010370,0.687978,0.255859,-0.425703,1.264619,-0.392307,-0.053025,0.679077,0.054195,1.464769,0.820291,-0.577434,0.079931,-0.985014,-0.767352
906,0.275825,0.168691,-0.231024,0.642766,-0.220755,-0.004780,0.013275,-0.080622,-0.008772,-0.020936,-0.073039,0.115453,-0.159587,-0.192664,0.113389,-0.009360,-0.029613,0.087305,0.015473,-0.023010,0.063369,0.014883,0.009053,-0.016418,0.003222,-0.035072,0.014108,-0.033602,-0.483002,-0.454610,0.796282,0.011750,0.016543,-0.001529,0.756368,0.202143,-0.499864,1.186342,-0.330020,-0.030336,0.570221,-0.314336,1.453669,0.860400,-0.850320,-0.226194,-1.001701,-0.582855
907,0.297493,0.166966,-0.233517,0.658298,-0.218740,-0.008542,0.024781,-0.077554,-0.007621,-0.023046,-0.071697,0.107188,-0.151627,-0.199184,0.105410,-0.008132,-0.004756,0.072882,0.015233,-0.026089,0.053856,0.016111,0.006598,-0.005677,0.006905,-0.038099,0.054986,-0.032989,-0.267416,-0.051805,0.401160,0.007247,0.013793,0.004732,0.812904,0.284659,-0.535552,1.202892,-0.313849,-0.022321,0.417066,0.239645,1.576561,0.769773,-0.621327,-0.183796,-1.002343,-0.470594
908,0.316859,0.165432,-0.231791,0.669611,-0.214756,-0.015491,0.034752,-0.073720,-0.006470,-0.020936,-0.069970,0.098969,-0.145486,-0.206663,0.094056,-0.007211,0.010894,0.059686,0.015553,-0.024728,0.048946,0.020100,0.005370,0.016418,0.008439,-0.046990,0.023138,-0.040967,-0.081155,-0.101560,-0.301692,0.006520,0.015391,0.005200,1.043124,0.278629,-0.591250,1.157271,-0.320880,-0.018957,0.348945,0.294038,1.492740,0.611323,-0.505541,-0.190085,-0.943212,-0.323128
909,0.334308,0.164089,-0.229298,0.680541,-0.210760,-0.021867,0.044147,-0.069309,-0.005320,-0.015184,-0.068436,0.090933,-0.148050,-0.216633,0.084236,-0.006598,0.013042,0.045263,0.016624,-0.019581,0.044343,0.023476,0.005984,0.032375,0.008746,-0.044956,-0.037534,-0.048946,0.110550,-0.128229,-0.524944,0.007865,0.016290,0.000538,1.090022,0.224392,-0.633841,1.114431,-0.314555,0.012601,0.284621,0.131522,1.357553,0.462858,-0.485733,-0.244973,-0.854031,-0.200002
910,0.350032,0.163514,-0.226997,0.687636,-0.208722,-0.022314,0.052968,-0.064132,-0.003786,-0.009814,-0.066519,0.085041,-0.157710,-0.224878,0.075951,-0.000153,0.011201,0.030534,0.018354,-0.010476,0.043115,0.027772,0.009053,0.022555,0.011201,-0.027299,-0.048196,-0.037899,0.239301,-0.157803,-0.551719,0.010116,0.015537,-0.004954,1.068149,0.217531,-0.581973,1.097890,-0.320065,0.027581,0.326884,0.094163,1.096591,0.382330,-0.469413,-0.351641,-0.750413,-0.223095
911,0.364605,0.163898,-0.225272,0.691279,-0.204737,-0.023405,0.061213,-0.057613,-0.001677,-0.009431,-0.063643,0.081058,-0.164743,-0.231590,0.072882,0.001381,0.007825,0.014576,0.021797,-0.000084,0.040354,0.035137,0.011508,-0.004756,0.013656,-0.012198,-0.015960,-0.031147,0.159124,-0.117657,-0.456848,0.012121,0.014691,-0.009981,1.003921,0.187459,-0.594783,1.055178,-0.256090,0.024257,0.222138,-0.008181,1.126678,0.324600,-0.559078,-0.423673,-0.720149,-0.123655
912,0.378795,0.164089,-0.224313,0.692238,-0.200759,-0.019780,0.069267,-0.049943,0.001007,-0.012883,-0.060958,0.078964,-0.162234,-0.237151,0.072268,0.001688,0.001381,0.000460,0.024962,0.014658,0.040047,0.039433,0.013042,-0.019179,0.012428,-0.012362,0.025114,-0.027465,0.215800,-0.018281,-0.289402,0.014046,0.014876,-0.013870,0.989830,0.251194,-0.506119,1.061929,-0.265883,0.016212,0.282335,0.229632,1.090813,0.283731,-0.462727,-0.369580,-0.692981,-0.245835
913,0.393176,0.164281,-0.225847,0.690129,-0.194822,-0.018558,0.077320,-0.041889,0.003309,-0.017676,-0.058849,0.072635,-0.151791,-0.243478,0.071041,0.000460,-0.009360,-0.012735,0.026495,0.027071,0.040354,0.041274,0.012735,-0.025317,0.010280,-0.037901,0.056820,-0.030841,0.261056,-0.103559,-0.083160,0.017127,0.014621,-0.015664,0.995143,0.246380,-0.440474,1.058577,-0.265684,0.021208,0.331153,0.095202,0.975403,0.244434,-0.536006,-0.430271,-0.673281,-0.279293
914,0.406982,0.164089,-0.229106,0.686869,-0.188845,-0.011215,0.085182,-0.033836,0.006185,-0.023046,-0.057123,0.062153,-0.142734,-0.248464,0.067358,-0.001688,-0.019793,-0.021328,0.030040,0.037994,0.036978,0.040047,0.013042,-0.025317,0.007211,-0.056200,0.057280,-0.022862,0.195481,-0.144526,0.068976,0.020070,0.013351,-0.015733,0.940644,0.239039,-0.425026,1.038291,-0.229350,0.028908,0.317862,0.000993,0.946956,0.275838,-0.633750,-0.524723,-0.679508,-0.273496
915,0.419446,0.163514,-0.233325,0.680732,-0.184835,-0.001832,0.091893,-0.025974,0.008294,-0.028606,-0.055589,0.049691,-0.137581,-0.251340,0.061221,-0.003222,-0.020407,-0.030534,0.032754,0.041189,0.032375,0.038205,0.010587,-0.029920,0.008439,-0.059620,0.019232,-0.011814,0.013882,-0.101281,0.283627,0.021307,0.012617,-0.014075,0.871905,0.248373,-0.375008,1.026701,-0.197091,0.028509,0.354011,0.041595,1.025778,0.397323,-0.703742,-0.554728,-0.707720,-0.384953
916,0.430760,0.162747,-0.236777,0.673446,-0.176760,0.002942,0.098221,-0.018687,0.010020,-0.036468,-0.053480,0.041618,-0.136557,-0.252490,0.054470,-0.003836,-0.017031,-0.038512,0.034265,0.039587,0.028999,0.035750,0.007211,-0.042808,0.009973,-0.049450,-0.020863,-0.001995,-0.142864,0.000158,0.565618,0.020738,0.011575,-0.009885,0.756965,0.212819,-0.357502,0.963668,-0.157767,0.047043,0.358307,0.100101,1.236901,0.553147,-0.705491,-0.495218,-0.741188,-0.476910
917,0.440347,0.161789,-0.240228,0.664626,-0.172707,0.014342,0.102823,-0.012168,0.010787,-0.046055,-0.051754,0.033503,-0.142319,-0.252490,0.045877,-0.004756,-0.015190,-0.046798,0.036389,0.033915,0.019486,0.031454,0.003529,-0.047412,0.007518,-0.035134,-0.019181,0.001381,-0.218713,0.094300,0.699326,0.019253,0.011692,-0.003288,0.711565,0.243721,-0.306294,0.919764,-0.147889,0.064175,0.399753,0.277841,1.314978,0.658712,-0.650877,-0.426088,-0.757383,-0.576625
918,0.448400,0.160830,-0.241762,0.655230,-0.164567,0.017564,0.105891,-0.006607,0.011362,-0.053150,-0.050987,0.029469,-0.142963,-0.251724,0.039126,-0.005984,-0.003222,-0.054163,0.039471,0.021619,0.014883,0.027772,0.004143,-0.030534,0.003836,-0.020122,0.000226,0.005063,-0.253377,0.079090,0.637172,0.017635,0.011897,0.003397,0.710431,0.241440,-0.292515,0.850030,-0.106230,0.090202,0.340917,0.249947,1.362002,0.653455,-0.689798,-0.477239,-0.760520,-0.501610
919,0.455111,0.158912,-0.241187,0.642191,-0.156417,0.019404,0.108575,-0.001430,0.012896,-0.055451,-0.050604,0.027325,-0.137825,-0.249998,0.030841,-0.010280,0.004143,-0.062141,0.042935,0.010548,0.012735,0.025317,0.009360,-0.002608,0.000460,-0.012320,0.028737,0.009053,-0.220706,0.050877,0.532190,0.015534,0.011753,0.009420,0.648935,0.201759,-0.287887,0.768364,-0.074469,0.113640,0.313809,0.181181,1.358500,0.670498,-0.720325,-0.525425,-0.747016,-0.464963
920,0.459905,0.156419,-0.239078,0.630111,-0.148281,0.020648,0.110301,0.003556,0.015198,-0.055068,-0.050412,0.023012,-0.131432,-0.248464,0.021328,-0.013349,0.013042,-0.069506,0.047011,0.002288,0.006291,0.025317,0.012428,0.000460,0.001074,-0.024426,0.035883,0.007825,-0.165488,0.035300,0.432562,0.014319,0.011622,0.013846,0.592351,0.181098,-0.284407,0.675935,-0.037252,0.130044,0.276630,0.194237,1.311567,0.670254,-0.700180,-0.539924,-0.714548,-0.418198
921,0.462590,0.153351,-0.235051,0.613237,-0.140121,0.022687,0.110109,0.008733,0.017882,-0.055259,-0.050029,0.014576,-0.129737,-0.246738,0.009360,-0.015804,0.023783,-0.079940,0.051117,0.001357,-0.001688,0.025624,0.013042,-0.000460,0.002915,-0.038101,0.017018,0.009053,-0.214647,0.119190,0.356538,0.012998,0.013165,0.018141,0.499396,0.131907,-0.314125,0.543734,0.004948,0.144994,0.234240,0.301368,1.353887,0.717341,-0.593647,-0.458298,-0.673104,-0.390989
922,0.462782,0.149900,-0.228531,0.595596,-0.129882,0.023492,0.109534,0.013527,0.020183,-0.055259,-0.049261,0.006311,-0.130368,-0.246163,-0.001995,-0.016724,0.035444,-0.090374,0.056400,0.007759,-0.004143,0.023476,0.010894,-0.000153,0.003529,-0.039261,-0.003396,-0.000460,-0.130798,0.135447,0.041207,0.011719,0.014857,0.020174,0.579431,0.173456,-0.305544,0.403316,0.080249,0.164929,0.082036,0.451236,1.337023,0.552374,-0.497335,-0.435886,-0.605979,-0.216599
923,0.461055,0.146448,-0.220670,0.578146,-0.117532,0.027437,0.108959,0.017937,0.022100,-0.055451,-0.048495,0.002272,-0.128029,-0.247122,-0.011201,-0.017338,0.040967,-0.099580,0.064414,0.021896,-0.002608,0.021634,0.009666,-0.000153,0.003529,-0.025154,0.002818,-0.005063,-0.028482,0.100005,-0.193363,0.011885,0.016130,0.019333,0.588034,0.145285,-0.269229,0.302103,0.119262,0.185447,0.061976,0.397898,1.224629,0.445439,-0.484458,-0.454291,-0.537480,-0.183600
924,0.457604,0.142805,-0.212041,0.556478,-0.105139,0.035155,0.108575,0.022156,0.024209,-0.055259,-0.047919,0.000161,-0.123224,-0.246930,-0.020714,-0.018566,0.045263,-0.111241,0.073400,0.036708,-0.002302,0.021021,0.011508,0.000767,0.001995,-0.011979,0.022165,0.003836,0.062947,0.171550,-0.239993,0.012562,0.016992,0.017028,0.557146,0.144702,-0.234679,0.155156,0.178280,0.202632,0.008061,0.519924,1.087767,0.331939,-0.393230,-0.433916,-0.443466,-0.131688
925,0.452235,0.138970,-0.201878,0.529825,-0.090607,0.041421,0.108192,0.026374,0.027086,-0.055259,-0.047919,-0.002030,-0.118020,-0.245012,-0.028692,-0.018873,0.052322,-0.126277,0.082103,0.049857,-0.002302,0.022248,0.015497,0.000153,-0.000460,-0.013142,0.025330,0.012121,0.098974,0.256161,-0.161065,0.013634,0.019045,0.014985,0.526938,0.125713,-0.199229,0.044421,0.188730,0.196380,0.096969,0.670213,0.933400,0.293844,-0.240650,-0.294385,-0.345209,-0.228025
926,0.445524,0.135135,-0.191332,0.502405,-0.073925,0.053174,0.107233,0.031168,0.030537,-0.055451,-0.047919,-0.006336,-0.112904,-0.241753,-0.034830,-0.019179,0.051708,-0.140087,0.093619,0.060127,-0.005370,0.024089,0.018259,-0.000460,0.000460,-0.022329,0.032636,0.018566,0.081982,0.159680,-0.079987,0.014702,0.021471,0.013895,0.490950,0.070653,-0.182581,-0.077102,0.210963,0.184925,0.050493,0.526727,0.819681,0.140851,-0.159772,-0.272912,-0.247473,-0.147169
927,0.437662,0.131300,-0.181552,0.475368,-0.053009,0.062766,0.105316,0.036345,0.033989,-0.056985,-0.047536,-0.012755,-0.107860,-0.236767,-0.040354,-0.019486,0.048332,-0.155430,0.105359,0.064232,-0.011814,0.027465,0.016111,-0.012428,0.002302,-0.027555,0.033690,0.028079,0.024311,0.134116,-0.112993,0.015279,0.022652,0.012990,0.396224,0.020284,-0.164185,-0.112493,0.223769,0.168740,0.006101,0.442153,0.712826,-0.049649,-0.108944,-0.242833,-0.147885,-0.090423
928,0.428841,0.127274,-0.171773,0.438360,-0.032031,0.076200,0.102823,0.042289,0.036482,-0.061395,-0.046577,-0.019140,-0.102795,-0.230248,-0.046184,-0.020407,0.048946,-0.175070,0.114746,0.063027,-0.013349,0.031147,0.010587,-0.026544,0.006598,-0.029728,0.031581,0.032989,-0.072756,0.171983,-0.095918,0.015169,0.024297,0.011962,0.289943,-0.076588,-0.167344,-0.115749,0.185915,0.179860,0.044182,0.356753,0.550268,-0.184048,-0.031886,-0.030736,-0.047098,-0.110563
929,0.418679,0.122863,-0.161611,0.400969,-0.009037,0.086634,0.100139,0.048809,0.037632,-0.068490,-0.044276,-0.025514,-0.098498,-0.223536,-0.052015,-0.022555,0.051094,-0.193175,0.121080,0.051175,-0.013963,0.033602,0.004143,-0.040354,0.012121,-0.028254,0.027543,0.034830,-0.093674,0.119471,-0.095266,0.014496,0.025580,0.010981,0.201103,-0.141520,-0.172158,-0.115940,0.122580,0.233122,0.009648,0.198615,0.365912,-0.341423,0.031732,0.187874,0.060885,-0.036958
930,0.407558,0.117686,-0.152407,0.360509,0.013843,0.095696,0.098029,0.055520,0.037632,-0.077503,-0.041016,-0.029719,-0.091541,-0.215866,-0.058152,-0.026851,0.044957,-0.206678,0.124887,0.034285,-0.009666,0.032682,-0.000460,-0.047105,0.018259,-0.027617,0.024576,0.038205,-0.145755,0.133315,-0.018992,0.013633,0.026423,0.010377,0.001561,-0.247552,-0.148781,-0.056218,-0.001179,0.273530,0.067773,0.064495,0.145613,-0.391292,0.079792,0.489344,0.200964,-0.038072
931,0.394710,0.111550,-0.145120,0.317174,0.038746,0.098227,0.096112,0.061464,0.037632,-0.088241,-0.036414,-0.036091,-0.088199,-0.208004,-0.066131,-0.033295,0.031761,-0.219259,0.122146,0.016822,-0.010280,0.028999,-0.000153,-0.054776,0.023783,-0.025765,0.029051,0.039740,-0.228755,0.167713,0.107884,0.012050,0.027493,0.010807,-0.123482,-0.352733,-0.177380,-0.047322,-0.092132,0.354204,0.011233,-0.082745,-0.073280,-0.452713,0.229181,0.719120,0.375445,0.066802
932,0.380520,0.103688,-0.139175,0.272112,0.061436,0.098013,0.093619,0.066450,0.037441,-0.100129,-0.030853,-0.040388,-0.081412,-0.199951,-0.073803,-0.041274,0.030841,-0.228466,0.110436,0.001240,-0.012735,0.022862,-0.001381,-0.061528,0.029306,-0.018616,0.038995,0.040354,-0.329827,0.111246,0.191792,0.009384,0.028436,0.012427,-0.171974,-0.613540,-0.326472,-0.079432,-0.249063,0.539783,-0.032410,-0.438163,-0.228441,-0.309693,0.422108,0.692808,0.447887,0.117028
933,0.364413,0.094292,-0.132656,0.230311,0.077807,0.103614,0.090935,0.070093,0.036673,-0.111251,-0.024142,-0.042587,-0.070194,-0.192089,-0.083009,-0.050787,0.032375,-0.231841,0.089117,-0.007534,-0.014883,0.015497,-0.005984,-0.061835,0.035444,-0.018948,0.048339,0.039740,-0.457107,0.071822,0.364342,0.005127,0.028909,0.014990,-0.249099,-1.059770,-0.576279,-0.063192,-0.380251,0.771308,-0.191354,-1.128306,-0.307113,0.084863,0.694072,0.238180,0.229656,0.168182
934,0.346197,0.082596,-0.126712,0.183907,0.094275,0.097859,0.086716,0.072010,0.033989,-0.124673,-0.015897,-0.046892,-0.059819,-0.183461,-0.093749,-0.062141,0.028079,-0.232455,0.057612,0.005210,-0.024396,0.006905,-0.017031,-0.059073,0.044343,-0.026296,0.048102,0.044343,-0.599963,0.116786,0.424418,-0.000648,0.029679,0.019167,-0.192334,-1.062370,-0.604766,-0.092437,-0.319206,0.880304,-0.340601,-1.209087,-0.285894,0.365192,0.841894,-0.082809,-0.023694,0.237131
935,0.326255,0.068022,-0.122493,0.133094,0.098407,0.105212,0.080388,0.071244,0.028428,-0.134260,-0.004967,-0.053244,-0.051465,-0.174257,-0.103262,-0.078099,0.015497,-0.231534,0.015872,0.044949,-0.034830,-0.009666,-0.032682,-0.039740,0.059073,-0.034425,0.041542,0.048025,-0.658710,0.143483,0.214017,-0.007233,0.030957,0.022477,-0.209371,-0.995422,-0.539007,-0.085282,-0.178982,0.849012,-0.409692,-1.022424,-0.329325,0.388595,0.916051,-0.240380,-0.094628,0.346837
936,0.304587,0.049614,-0.123836,0.091867,0.096606,0.121316,0.071951,0.065874,0.019800,-0.135603,0.009606,-0.061615,-0.045526,-0.164094,-0.109400,-0.098352,-0.015804,-0.225704,-0.031197,0.102907,-0.044343,-0.034216,-0.047105,0.010894,0.079019,-0.048933,0.023606,0.052015,-0.709300,0.118269,0.022865,-0.014196,0.032651,0.023463,-0.191343,-0.899459,-0.472563,-0.070452,-0.036644,0.774524,-0.441968,-0.831451,-0.299681,0.355459,0.914141,-0.325824,-0.090797,0.428194
937,0.282153,0.028522,-0.127862,0.043738,0.086774,0.148567,0.061789,0.055137,0.008294,-0.125056,0.026480,-0.074061,-0.043438,-0.153547,-0.113082,-0.106638,-0.008439,-0.210360,-0.024766,0.096142,-0.055083,-0.062448,-0.059993,0.070427,0.099273,-0.068500,-0.000923,0.053549,-0.656104,-0.025629,-0.118503,-0.021645,0.033301,0.023405,-0.104544,-0.791770,-0.398925,-0.092163,-0.019064,0.703281,-0.430365,-0.764490,-0.243499,0.333271,0.877974,-0.341435,-0.069688,0.452474
938,0.262402,0.010881,-0.112523,0.014016,0.100937,0.144750,0.048749,0.040372,-0.002636,-0.103197,0.052558,-0.088456,-0.047940,-0.142809,-0.098045,-0.078099,0.125050,-0.125357,0.108382,-0.066354,-0.067665,-0.078099,-0.049560,0.128426,0.129653,-0.089885,-0.023513,0.054776,-0.066928,-0.697666,-0.488904,-0.027772,0.029359,0.019825,0.687782,-0.649369,-0.645989,-0.594872,-0.513231,0.740881,-0.529289,-0.637626,-0.251441,0.330233,0.895282,-0.321701,-0.096443,0.611909
939,0.242076,0.001677,-0.073980,-0.002474,0.133098,0.112243,0.035519,0.022731,-0.010689,-0.068107,0.082088,-0.104834,-0.052268,-0.134564,-0.102648,-0.035750,0.205143,-0.069199,0.180693,-0.178873,-0.063983,-0.089760,-0.040660,0.199313,0.151441,-0.090783,-0.032991,0.041274,1.326401,-0.282466,-1.685854,-0.015394,0.017307,0.009131,0.857545,-1.027975,-1.318059,-0.841349,-0.368319,1.120515,-0.849611,0.075721,-0.797532,0.233974,0.901687,-0.326764,-0.029288,0.782557
940,0.221176,-0.003692,-0.038123,-0.012445,0.169302,0.071099,0.025356,0.004131,-0.019318,-0.026114,0.114110,-0.121086,-0.058951,-0.124401,-0.102342,-0.024396,0.153282,-0.051094,0.149274,-0.158175,-0.044650,-0.093442,-0.043115,0.202075,0.162181,-0.091796,-0.036243,0.059993,-0.328056,0.929460,-1.071310,-0.016160,0.024926,-0.005634,-1.065558,-1.461745,-0.976457,0.072215,0.502594,0.965284,-0.898587,-0.325455,-0.476290,0.298298,1.091697,-0.440873,0.000646,0.579040
941,0.202960,-0.006760,-0.021249,-0.021649,0.183366,0.055895,0.016727,-0.014852,-0.027372,0.006484,0.143639,-0.141450,-0.070813,-0.108869,-0.085157,-0.010587,0.046798,-0.046184,0.055084,-0.065818,-0.046798,-0.096511,-0.038205,0.137325,0.165250,-0.089263,-0.018282,0.082395,0.114691,0.537279,-0.101976,-0.021909,0.035682,-0.011711,-0.982623,-1.577592,-0.688684,0.206818,0.674752,0.997189,-0.703066,-0.990217,-0.359940,0.364663,1.079688,-0.484021,0.008376,0.566507
942,0.189345,-0.006569,-0.025084,-0.032004,0.177343,0.067705,0.003880,-0.033644,-0.036576,0.026426,0.181607,-0.153534,-0.066405,-0.095639,-0.061528,0.002302,-0.038512,-0.046798,-0.067843,0.114445,-0.072575,-0.091601,-0.049867,0.094977,0.174763,-0.082048,0.000774,0.055390,0.207797,-0.204691,0.403807,-0.018842,0.038731,-0.009931,-0.103555,-1.661744,-0.656704,-0.251475,0.113061,1.058034,-0.361838,-1.140154,-0.215917,0.505286,0.995524,-0.393721,-0.054684,0.427932
943,0.177265,-0.005801,-0.038506,-0.040057,0.153269,0.109222,-0.014145,-0.050326,-0.048847,0.043108,0.217464,-0.167815,-0.062599,-0.085092,-0.061221,0.003529,-0.067665,-0.042502,-0.136410,0.229369,-0.096511,-0.079326,-0.065517,0.074723,0.179980,-0.075120,0.031335,0.054163,-0.246308,-0.126828,0.684532,-0.018614,0.038173,-0.005274,0.159443,-1.152990,-0.511374,-0.399947,-0.135144,0.930515,-0.298202,-1.085146,-0.187730,0.502025,1.081404,-0.427496,-0.065590,0.491171
