timestep,left_hip_pitch_joint_pos_diff,left_hip_roll_joint_pos_diff,left_hip_yaw_joint_pos_diff,left_knee_pitch_joint_pos_diff,left_ankle_pitch_joint_pos_diff,left_ankle_roll_joint_pos_diff,left_shoulder_pitch_joint_pos_diff,right_hip_pitch_joint_pos_diff,right_hip_roll_joint_pos_diff,right_hip_yaw_joint_pos_diff,right_knee_pitch_joint_pos_diff,right_ankle_pitch_joint_pos_diff,right_ankle_roll_joint_pos_diff,right_shoulder_pitch_joint_pos_diff,left_hip_pitch_joint_vel,left_hip_roll_joint_vel,left_hip_yaw_joint_vel,left_knee_pitch_joint_vel,left_ankle_pitch_joint_vel,left_ankle_roll_joint_vel,left_shoulder_pitch_joint_vel,right_hip_pitch_joint_vel,right_hip_roll_joint_vel,right_hip_yaw_joint_vel,right_knee_pitch_joint_vel,right_ankle_pitch_joint_vel,right_ankle_roll_joint_vel,right_shoulder_pitch_joint_vel,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,base_euler_x,base_euler_y,base_euler_z,left_hip_pitch_joint_action,left_hip_roll_joint_action,left_hip_yaw_joint_action,left_knee_pitch_joint_action,left_ankle_pitch_joint_action,left_ankle_roll_joint_action,left_shoulder_pitch_joint_action,right_hip_pitch_joint_action,right_hip_roll_joint_action,right_hip_yaw_joint_action,right_knee_pitch_joint_action,right_ankle_pitch_joint_action,right_ankle_roll_joint_action,right_shoulder_pitch_joint_action
185,-0.092144,-0.035331,0.195621,0.033575,-0.063966,0.002502,-0.181735,-0.359620,-0.085280,0.150681,0.129642,0.135177,-0.120123,0.067733,0.018259,0.039126,0.019793,0.071041,-0.026746,-0.026559,0.042502,0.105410,0.095283,0.005984,-0.236751,-0.011681,-0.071820,-0.043729,0.922331,-0.088222,-0.204316,0.002958,0.027269,0.218589,1.011989,0.287578,-0.386811,0.914447,-0.256357,0.088762,0.367659,0.039250,0.784573,0.482314,-0.196867,-0.229316,-0.781827,-0.357352
186,-0.084666,-0.025552,0.192936,0.050832,-0.070173,0.003022,-0.172339,-0.337185,-0.063229,0.154899,0.083621,0.131296,-0.137281,0.057570,0.046491,0.052322,-0.030841,0.092522,-0.045333,0.030912,0.049253,0.115230,0.116151,0.014269,-0.224476,-0.000986,-0.055242,-0.052935,1.027382,0.151749,-0.311783,0.013470,0.027117,0.215793,0.862900,0.257894,-0.380060,0.906696,-0.305277,0.051689,0.367166,0.186572,0.713603,0.290174,-0.077503,-0.005875,-0.682654,-0.302841
187,-0.072203,-0.016156,0.179897,0.069816,-0.084639,0.020806,-0.161601,-0.316859,-0.043287,0.146462,0.050065,0.139304,-0.133778,0.044914,0.067972,0.042502,-0.089760,0.112775,-0.063566,0.068325,0.053242,0.100500,0.087612,-0.071961,-0.144076,0.071530,0.066170,-0.064596,0.150376,-0.282102,-0.335300,0.021770,0.025642,0.213800,0.744820,0.259364,-0.381019,0.914506,-0.323013,0.082869,0.377082,-0.041708,0.955821,0.426466,-0.192352,-0.137334,-0.794314,-0.321942
188,-0.056862,-0.010595,0.139054,0.098962,-0.094809,0.033751,-0.154123,-0.296342,-0.033316,0.115782,0.029932,0.155347,-0.118676,0.030150,0.080861,0.021634,-0.244730,0.134870,-0.067329,0.085960,0.034216,0.104183,0.034523,-0.181514,-0.085157,0.068580,0.041011,-0.076257,-1.584980,-0.547259,1.250095,0.011622,0.015275,0.217185,-0.047526,0.806908,-0.249030,0.881916,-0.366830,0.069602,0.701375,-1.122518,1.187400,1.412618,-0.892468,-0.408302,-1.191495,-0.807787
189,-0.038262,-0.006952,0.087665,0.126958,-0.108998,0.054738,-0.144727,-0.274866,-0.031015,0.076665,0.015550,0.161409,-0.126644,0.015001,0.097738,0.019486,-0.242888,0.143462,-0.068808,0.089976,0.051094,0.108786,0.005677,-0.180901,-0.069813,0.014910,-0.062239,-0.074416,-0.527653,1.182995,0.489345,0.004664,0.021715,0.226111,0.406008,0.570760,-0.401119,1.125989,-0.347294,-0.038364,0.075430,1.056342,2.496761,1.105782,0.075370,0.546524,-1.240667,-0.439310
190,-0.017170,0.000143,0.050466,0.156679,-0.120959,0.068898,-0.132646,-0.253198,-0.030056,0.057106,0.001552,0.159500,-0.143597,0.000428,0.108479,0.048332,-0.154816,0.149907,-0.070782,0.068929,0.063983,0.106331,0.006598,-0.054163,-0.071961,-0.026173,-0.098627,-0.072575,0.180487,0.429518,0.034162,0.008564,0.035294,0.229270,1.000473,0.359594,-0.330211,1.210442,-0.529331,0.015457,0.660799,0.680024,1.517884,0.718127,0.098351,0.644357,-0.978318,-0.816143
191,0.005073,0.014524,0.033783,0.187359,-0.132997,0.074470,-0.120950,-0.234407,-0.027372,0.059216,-0.013021,0.151645,-0.165848,-0.014336,0.110627,0.078406,-0.065210,0.156351,-0.070175,0.017484,0.050480,0.089453,0.017645,0.027465,-0.072882,-0.043614,-0.107229,-0.072268,0.279347,0.463500,-0.135955,0.011518,0.037094,0.229029,1.176050,0.304266,-0.511631,0.991683,-0.427678,0.039820,0.467060,0.806925,1.204558,0.251348,0.253584,0.697622,-0.743230,-0.442172
192,0.025591,0.031207,0.018444,0.219573,-0.147418,0.074469,-0.113088,-0.218108,-0.022961,0.063051,-0.024717,0.147772,-0.180375,-0.029101,0.098966,0.084850,-0.086077,0.164329,-0.068688,-0.032974,0.036671,0.079940,0.022555,0.008132,-0.059993,-0.006909,-0.044830,-0.078406,-0.394124,0.211636,-0.461668,0.005149,0.039442,0.225714,0.935273,0.106765,-0.521153,1.070109,-0.442643,-0.007477,0.479651,0.457234,1.878938,0.729657,0.025743,0.538656,-1.105994,-0.527799
193,0.044382,0.047505,-0.004758,0.253896,-0.157783,0.056932,-0.104268,-0.202192,-0.019318,0.057298,-0.034113,0.151719,-0.179544,-0.046359,0.092215,0.080247,-0.130574,0.175070,-0.069778,-0.076770,0.049560,0.080861,0.017031,-0.044650,-0.035137,0.040391,0.036608,-0.089453,0.121313,-0.104268,-0.686996,0.002509,0.038366,0.219388,1.020745,0.066458,-0.683506,0.952236,-0.290280,-0.019537,0.130165,-0.119810,1.822792,0.436820,-0.327259,0.287467,-1.028283,-0.054320
194,0.062790,0.062462,-0.032754,0.290329,-0.172393,0.041064,-0.093146,-0.185510,-0.015483,0.045985,-0.039099,0.165577,-0.157149,-0.064383,0.093442,0.073189,-0.138245,0.185197,-0.069671,-0.102342,0.058459,0.084236,0.020714,-0.051708,-0.022248,0.061153,0.102979,-0.091908,0.687080,0.065979,-0.445347,0.008059,0.039051,0.214156,1.087814,0.275567,-0.511364,1.035288,-0.443470,-0.012273,0.451311,0.575126,1.074743,0.141107,0.168082,0.709580,-0.689012,-0.416768
195,0.082157,0.076651,-0.058065,0.327912,-0.184759,0.019492,-0.081833,-0.169020,-0.009731,0.040424,-0.042550,0.171459,-0.138744,-0.082408,0.097738,0.070120,-0.120140,0.189493,-0.065421,-0.109687,0.051094,0.081474,0.032375,-0.015804,-0.016724,0.029046,0.100857,-0.087305,0.967522,-0.083871,-0.393191,0.017458,0.039841,0.209649,1.133000,0.360541,-0.433601,0.970468,-0.415475,-0.030039,0.513300,0.334867,0.301948,-0.110714,-0.013176,0.631873,-0.362834,-0.322684
196,0.102482,0.089690,-0.080308,0.366070,-0.196878,0.000784,-0.073779,-0.153872,-0.002827,0.038890,-0.045810,0.169448,-0.129776,-0.097364,0.105410,0.061835,-0.110013,0.188879,-0.056775,-0.100866,0.035137,0.073189,0.034830,-0.010280,-0.016418,-0.034778,-0.003263,-0.069506,0.421318,-0.249358,-0.250788,0.023474,0.039342,0.206689,0.997638,0.280546,-0.465352,0.996321,-0.411278,-0.035349,0.463590,0.177140,0.475933,-0.104868,0.007719,0.518907,-0.429108,-0.259725
197,0.124342,0.101196,-0.103126,0.402503,-0.204803,-0.017122,-0.066876,-0.140257,0.003500,0.032754,-0.049261,0.157500,-0.144347,-0.109637,0.111241,0.056004,-0.112468,0.179366,-0.047578,-0.068977,0.037592,0.066438,0.028386,-0.039126,-0.017645,-0.064963,-0.087150,-0.059993,0.241933,-0.221843,-0.203335,0.026015,0.037945,0.204276,0.953340,0.222476,-0.464536,1.050420,-0.367067,-0.081595,0.382736,0.176340,0.956065,0.003321,-0.070658,0.490949,-0.582544,-0.257723
198,0.147735,0.111742,-0.125753,0.437018,-0.210722,-0.028335,-0.056905,-0.127985,0.006760,0.018564,-0.052521,0.145592,-0.162036,-0.121717,0.117685,0.052015,-0.111548,0.169239,-0.037480,-0.031095,0.056618,0.058766,0.010894,-0.081781,-0.014576,-0.051365,-0.063921,-0.060607,0.304403,-0.184197,-0.119520,0.029427,0.035234,0.202366,1.029874,0.289156,-0.437393,1.126209,-0.349237,-0.064387,0.362106,0.095356,0.952563,-0.055101,-0.195208,0.464565,-0.545741,-0.263351
199,0.171321,0.121521,-0.145312,0.466164,-0.218593,-0.024771,-0.044250,-0.117056,0.006377,0.000924,-0.054631,0.139598,-0.165265,-0.132455,0.119526,0.048025,-0.091908,0.159420,-0.025606,0.003656,0.062448,0.053856,-0.004143,-0.086998,-0.008439,-0.020909,0.007238,-0.049560,0.089061,-0.435206,-0.025086,0.031794,0.030972,0.201703,1.034503,0.351402,-0.353206,1.271817,-0.413240,-0.057684,0.524814,-0.066446,0.780894,0.106964,-0.384659,0.320551,-0.411565,-0.426225
200,0.195098,0.130150,-0.160652,0.496652,-0.220645,-0.022564,-0.031978,-0.106509,0.006185,-0.013650,-0.055589,0.137521,-0.154098,-0.139933,0.119526,0.041274,-0.073803,0.148065,-0.013168,0.026153,0.060607,0.052935,0.000460,-0.065824,-0.003836,-0.017268,0.056193,-0.032682,0.016807,-0.186849,0.257995,0.031448,0.025852,0.202663,1.006917,0.422770,-0.375309,1.272714,-0.395468,-0.041042,0.503192,0.170381,0.847522,0.149990,-0.375171,0.229331,-0.457162,-0.421291
201,0.219067,0.137053,-0.174266,0.527140,-0.220716,-0.018070,-0.019897,-0.096346,0.006377,-0.024196,-0.055973,0.129288,-0.143262,-0.145686,0.118913,0.031454,-0.065210,0.135484,-0.003823,0.035003,0.061221,0.050173,0.001381,-0.044957,-0.001688,-0.041442,0.067328,-0.028692,-0.028171,-0.106852,0.330653,0.031043,0.023883,0.205843,1.003492,0.389745,-0.401624,1.270931,-0.409949,-0.058325,0.544398,0.293534,1.059521,0.269626,-0.309806,0.288598,-0.618490,-0.503250
202,0.242652,0.142038,-0.185771,0.553027,-0.220749,-0.011034,-0.007817,-0.086951,0.006377,-0.029757,-0.056356,0.117097,-0.134908,-0.152205,0.117685,0.021941,-0.053242,0.127505,0.004405,0.029148,0.057538,0.045263,0.000153,-0.023783,-0.002302,-0.079556,0.008576,-0.033602,-0.206680,-0.213499,0.197111,0.030719,0.023371,0.208588,1.071117,0.331542,-0.472930,1.235477,-0.357572,-0.042276,0.434657,0.171825,1.312283,0.289734,-0.375628,0.178012,-0.760181,-0.388473
203,0.265854,0.145489,-0.195167,0.577187,-0.218786,-0.007564,0.002346,-0.078705,0.006377,-0.032825,-0.056931,0.096962,-0.147743,-0.159683,0.115844,0.016111,-0.044957,0.117685,0.010580,0.015619,0.046491,0.040047,0.000153,-0.013963,-0.003222,-0.100885,-0.071508,-0.038819,-0.287035,-0.229250,0.117816,0.028536,0.022416,0.210113,1.079505,0.330498,-0.456664,1.286769,-0.362204,-0.024996,0.466257,0.128031,1.322545,0.364404,-0.470630,0.039842,-0.772320,-0.440869
204,0.288289,0.148174,-0.203028,0.599431,-0.218777,-0.002674,0.011166,-0.070843,0.006377,-0.035893,-0.056356,0.083039,-0.161129,-0.167737,0.110934,0.012428,-0.034830,0.108786,0.012513,-0.001079,0.044343,0.039433,-0.000460,-0.017031,0.005063,-0.073840,-0.078123,-0.038512,-0.246946,-0.339424,0.276098,0.026612,0.019280,0.211904,1.073940,0.289547,-0.453740,1.257739,-0.348011,-0.017572,0.491985,-0.100535,1.156798,0.421822,-0.627692,-0.128440,-0.776416,-0.450859
205,0.309765,0.150091,-0.208206,0.617839,-0.214812,-0.007853,0.019795,-0.062982,0.006377,-0.042412,-0.053672,0.077088,-0.163552,-0.174257,0.106331,0.009053,-0.022862,0.099887,0.013376,-0.015784,0.042195,0.040354,0.001074,-0.036671,0.016724,-0.023765,0.001399,-0.030534,-0.348765,-0.359158,0.313109,0.023688,0.015704,0.214896,0.995755,0.277503,-0.501767,1.234400,-0.307435,-0.014447,0.413424,-0.083570,1.318548,0.494401,-0.678695,-0.265674,-0.859422,-0.380682
206,0.330474,0.151625,-0.211657,0.635863,-0.212804,-0.011231,0.028616,-0.054737,0.006569,-0.050466,-0.050220,0.072811,-0.160047,-0.179625,0.102648,0.008132,-0.015190,0.086077,0.014182,-0.023737,0.045877,0.040967,0.000460,-0.037899,0.015804,-0.014752,0.038814,-0.027158,-0.311410,-0.166317,0.347789,0.019386,0.012208,0.218309,0.937223,0.303679,-0.491541,1.234366,-0.318083,-0.018670,0.463072,0.161505,1.390912,0.603978,-0.608440,-0.253681,-0.898798,-0.492621
207,0.350416,0.153159,-0.212808,0.651011,-0.208809,-0.018195,0.038395,-0.046875,0.006569,-0.055451,-0.047727,0.066594,-0.153412,-0.185761,0.097738,0.006598,0.001995,0.071961,0.015560,-0.023797,0.049560,0.039433,0.000153,-0.019179,0.011508,-0.044401,0.018048,-0.031454,-0.054438,-0.192001,0.006164,0.018742,0.011965,0.220081,1.134972,0.323679,-0.542039,1.180422,-0.284156,0.007433,0.311375,0.138568,1.301693,0.359038,-0.567060,-0.354735,-0.836915,-0.256693
208,0.369207,0.154118,-0.210699,0.663859,-0.206766,-0.019818,0.047023,-0.039588,0.006377,-0.056602,-0.045810,0.052334,-0.161237,-0.191706,0.092829,0.004143,0.009360,0.060914,0.019241,-0.016936,0.039126,0.035750,0.000153,-0.000153,0.007825,-0.072414,-0.039149,-0.028692,-0.028914,-0.295634,-0.095089,0.019076,0.010294,0.219400,1.081111,0.270846,-0.517571,1.186955,-0.308759,0.019490,0.408913,-0.033640,1.081388,0.391702,-0.640664,-0.469886,-0.790766,-0.326055
209,0.386848,0.154693,-0.210890,0.674980,-0.204723,-0.018889,0.053543,-0.032685,0.006569,-0.057177,-0.044276,0.040438,-0.169503,-0.197650,0.086077,0.003222,-0.004450,0.045263,0.021453,-0.005438,0.029306,0.033909,0.000153,-0.005677,0.008132,-0.063661,-0.041999,-0.028692,0.004722,-0.135657,-0.007986,0.019505,0.009201,0.218699,1.043396,0.301712,-0.515178,1.139579,-0.268552,0.028144,0.339242,0.108043,1.052903,0.355643,-0.617177,-0.518534,-0.755027,-0.281994
210,0.403339,0.155461,-0.211082,0.681500,-0.198771,-0.021013,0.059487,-0.025974,0.006569,-0.060053,-0.041975,0.032295,-0.170284,-0.202636,0.082088,0.003529,0.002302,0.033602,0.024112,0.008801,0.030534,0.034216,0.000153,-0.016724,0.011201,-0.034920,0.011767,-0.022862,-0.017594,-0.150035,0.038981,0.019534,0.008093,0.218952,0.997642,0.262518,-0.524205,1.111886,-0.259671,0.016766,0.346059,0.059064,1.135503,0.445490,-0.651973,-0.542673,-0.774986,-0.310692
211,0.419062,0.156228,-0.210315,0.686102,-0.194788,-0.015801,0.066007,-0.019071,0.006377,-0.064655,-0.040057,0.027986,-0.162775,-0.206279,0.077485,0.005677,0.003529,0.018259,0.027501,0.022329,0.032375,0.034523,0.000153,-0.023783,0.009666,-0.019032,0.042829,-0.016724,0.053424,-0.069651,0.060730,0.019476,0.006709,0.219298,1.018832,0.316031,-0.485128,1.087590,-0.246297,0.024412,0.331138,0.191427,1.099667,0.408303,-0.624544,-0.567583,-0.756696,-0.322969
212,0.433636,0.157570,-0.209932,0.687636,-0.188827,-0.011018,0.072718,-0.012359,0.006377,-0.068682,-0.038715,0.021546,-0.158298,-0.209347,0.071654,0.005677,0.000153,0.002915,0.029856,0.034178,0.034523,0.033602,0.000153,-0.015190,0.007211,-0.024930,0.025244,-0.015497,0.177731,0.032252,0.100284,0.021813,0.006663,0.220316,1.064520,0.374563,-0.416974,1.071393,-0.249425,0.038076,0.352270,0.307274,0.954613,0.315011,-0.581268,-0.566225,-0.700124,-0.362217
213,0.446866,0.158146,-0.211466,0.686869,-0.182819,-0.003652,0.080005,-0.005840,0.006569,-0.070407,-0.037181,0.015468,-0.158684,-0.211840,0.063983,0.002915,-0.010587,-0.007211,0.032455,0.040054,0.036671,0.032375,0.000460,-0.008746,0.005677,-0.042702,-0.014701,-0.012121,0.061151,-0.041917,0.104110,0.023222,0.006327,0.221087,1.024522,0.318078,-0.411668,1.035866,-0.231497,0.040984,0.355545,0.141350,0.950098,0.376364,-0.664974,-0.627504,-0.705729,-0.355328
214,0.458563,0.158529,-0.214150,0.683993,-0.176772,0.004524,0.086141,0.000488,0.006377,-0.073284,-0.036414,0.005418,-0.166360,-0.213565,0.056925,0.000767,-0.013042,-0.016724,0.034382,0.038802,0.027465,0.031761,0.000153,-0.016111,0.004143,-0.047178,-0.026024,-0.007211,-0.045100,0.062081,0.200674,0.023618,0.006707,0.222764,0.967183,0.345162,-0.393011,1.015163,-0.196001,0.043767,0.317476,0.302876,1.101301,0.432819,-0.641026,-0.613782,-0.718539,-0.380043
215,0.469110,0.158337,-0.216259,0.679199,-0.168649,0.010506,0.090743,0.006815,0.006377,-0.078461,-0.035455,-0.002766,-0.169004,-0.214524,0.049867,-0.000460,-0.008746,-0.026544,0.036069,0.032437,0.021021,0.032682,-0.000153,-0.028079,0.004756,-0.036380,0.006042,-0.004756,-0.098448,0.061257,0.202723,0.023291,0.007838,0.224766,0.957514,0.326858,-0.380713,0.980707,-0.160942,0.051171,0.299728,0.281577,1.222000,0.486097,-0.674161,-0.599276,-0.740584,-0.389001
216,0.478121,0.158337,-0.216643,0.671912,-0.162542,0.015150,0.094770,0.013527,0.006569,-0.084214,-0.034497,-0.006949,-0.160982,-0.215674,0.043729,-0.000153,0.001381,-0.036364,0.037238,0.023306,0.020100,0.033602,0.000153,-0.027158,0.003836,-0.029111,0.030681,-0.004143,-0.109323,0.053621,0.166896,0.022478,0.008503,0.226646,0.973296,0.348046,-0.377507,0.927151,-0.112887,0.073138,0.250940,0.292119,1.243025,0.468525,-0.700462,-0.619344,-0.750102,-0.356444
217,0.485791,0.158146,-0.217026,0.663284,-0.156438,0.019999,0.098605,0.020430,0.006569,-0.088049,-0.033729,-0.013412,-0.156787,-0.215866,0.036057,-0.000460,-0.001995,-0.045877,0.038983,0.013193,0.017645,0.034830,0.000460,-0.012735,0.003529,-0.026350,0.026679,0.000460,-0.060693,0.086678,0.170997,0.022454,0.009124,0.228346,0.969952,0.383533,-0.330849,0.892887,-0.098957,0.089230,0.281961,0.392159,1.135240,0.448524,-0.675740,-0.621092,-0.717766,-0.404275
218,0.491927,0.157953,-0.217410,0.653121,-0.148275,0.020251,0.101481,0.027333,0.006569,-0.088816,-0.033154,-0.017457,-0.154436,-0.215674,0.028692,-0.001074,0.000153,-0.053549,0.041578,0.005096,0.012428,0.035444,0.001074,-0.001995,0.002608,-0.027988,-0.007325,0.001074,-0.083126,0.063689,0.104406,0.022276,0.009728,0.229741,0.929782,0.343860,-0.343107,0.794931,-0.045813,0.109632,0.197615,0.326518,1.157473,0.419943,-0.683090,-0.648773,-0.700706,-0.311473
219,0.496721,0.157762,-0.216451,0.641232,-0.140112,0.020699,0.102823,0.034236,0.006952,-0.089583,-0.032387,-0.023506,-0.159868,-0.215483,0.022248,-0.000767,0.006598,-0.062141,0.045950,0.001134,0.005677,0.034523,0.002302,-0.005984,0.003222,-0.027173,-0.021175,0.001688,-0.093776,0.147686,0.074674,0.021920,0.010462,0.230660,0.866773,0.347957,-0.317357,0.722492,-0.012065,0.123874,0.177234,0.471977,1.190858,0.421121,-0.603066,-0.583346,-0.670288,-0.333981
220,0.499981,0.157378,-0.214917,0.627426,-0.131940,0.022735,0.103015,0.040947,0.007528,-0.092843,-0.032195,-0.027503,-0.161055,-0.215291,0.014883,-0.001381,0.006905,-0.071961,0.051235,0.003710,-0.001074,0.033295,0.002302,-0.018259,0.000153,-0.023102,0.001278,0.001381,-0.154486,0.184364,0.081899,0.021152,0.012297,0.231384,0.817641,0.328011,-0.293476,0.633248,0.036124,0.141461,0.132631,0.517290,1.281673,0.411851,-0.569075,-0.530279,-0.657413,-0.319073
221,0.502091,0.157187,-0.213000,0.611703,-0.121679,0.024730,0.102823,0.047467,0.007911,-0.097445,-0.032195,-0.031778,-0.156508,-0.214908,0.007518,-0.000460,0.011508,-0.081781,0.058657,0.012058,-0.001074,0.032068,0.002302,-0.021941,-0.000460,-0.023298,0.028858,0.001688,-0.092615,0.127653,0.012108,0.020115,0.013952,0.232009,0.807798,0.311493,-0.287371,0.534469,0.094877,0.166270,0.064380,0.453840,1.249796,0.346598,-0.591364,-0.557221,-0.633485,-0.250126
222,0.502282,0.157378,-0.210123,0.593870,-0.109308,0.028073,0.102439,0.053794,0.008294,-0.101088,-0.032195,-0.038228,-0.151841,-0.214524,-0.000767,0.000153,0.016724,-0.091601,0.067324,0.024105,-0.002608,0.032375,0.002915,-0.015497,0.000153,-0.028779,0.025075,0.002915,-0.076138,0.132775,-0.032667,0.019871,0.014926,0.231886,0.779193,0.322889,-0.243843,0.475372,0.134757,0.182086,0.054879,0.505604,1.171586,0.289834,-0.584948,-0.555736,-0.592140,-0.254116
223,0.501323,0.157378,-0.206097,0.574119,-0.094802,0.033352,0.101289,0.060314,0.009062,-0.104156,-0.032195,-0.044479,-0.150319,-0.213565,-0.007211,0.000153,0.021941,-0.102342,0.076626,0.037270,-0.007518,0.032682,0.004143,-0.015497,0.000153,-0.034361,0.010213,0.005984,-0.114982,0.180431,-0.040951,0.019373,0.016467,0.231548,0.715982,0.281284,-0.246363,0.336512,0.216926,0.208304,-0.045817,0.557429,1.235275,0.228862,-0.518705,-0.505158,-0.553185,-0.193204
224,0.499023,0.157187,-0.201111,0.554369,-0.078147,0.044726,0.099372,0.066642,0.010212,-0.107607,-0.032195,-0.050598,-0.150168,-0.212031,-0.013042,-0.000153,0.026851,-0.112468,0.087712,0.051558,-0.009666,0.031454,0.005370,-0.018566,-0.000153,-0.030969,0.000561,0.006905,-0.116397,0.161598,-0.089736,0.018224,0.017951,0.230884,0.673718,0.225398,-0.227044,0.226553,0.259823,0.225434,-0.050495,0.560874,1.201848,0.186539,-0.454585,-0.462592,-0.500109,-0.200433
225,0.495379,0.157187,-0.195550,0.530209,-0.061461,0.058425,0.097071,0.072586,0.011171,-0.112977,-0.032195,-0.054676,-0.147947,-0.210114,-0.019793,-0.000460,0.026544,-0.124743,0.098478,0.060614,-0.011814,0.029920,0.005984,-0.028692,-0.000460,-0.024441,0.006335,0.010894,-0.135035,0.229345,-0.029261,0.017215,0.019346,0.230239,0.618525,0.186855,-0.206970,0.108697,0.304917,0.233247,-0.067895,0.669646,1.145515,0.112320,-0.327053,-0.378307,-0.419584,-0.198407
226,0.490393,0.156995,-0.189990,0.503364,-0.040508,0.069737,0.094195,0.078530,0.012513,-0.119304,-0.032195,-0.058883,-0.146510,-0.207238,-0.026851,-0.001074,0.028692,-0.137939,0.109241,0.066656,-0.015804,0.029613,0.007518,-0.032375,-0.000153,-0.018589,0.012254,0.016724,-0.106614,0.230131,0.029081,0.016106,0.021308,0.230324,0.581759,0.123923,-0.190724,-0.000700,0.322740,0.235399,-0.050570,0.646064,0.996834,0.011103,-0.219179,-0.293106,-0.321858,-0.198397
227,0.484066,0.156612,-0.183086,0.473834,-0.017456,0.081624,0.090743,0.084474,0.014239,-0.125632,-0.032004,-0.063140,-0.144075,-0.203402,-0.033602,-0.002608,0.036978,-0.152361,0.120359,0.064886,-0.018873,0.030841,0.009666,-0.032989,0.001074,-0.022690,0.017484,0.021941,-0.095107,0.210592,0.072905,0.015322,0.022995,0.230891,0.502264,0.078290,-0.160216,-0.064820,0.311406,0.218171,-0.030881,0.600882,0.812250,-0.120845,-0.121285,-0.167727,-0.211330,-0.186060
228,0.476396,0.155844,-0.175609,0.438169,0.005506,0.090374,0.086333,0.090994,0.016156,-0.132726,-0.031429,-0.069489,-0.141699,-0.198800,-0.040047,-0.004756,0.037899,-0.169239,0.129611,0.057583,-0.023783,0.033295,0.009360,-0.035750,0.003222,-0.033764,0.017707,0.023476,-0.117619,0.215118,0.076582,0.014454,0.024743,0.231683,0.367965,-0.005520,-0.146614,-0.106621,0.261177,0.215411,-0.034654,0.535786,0.649038,-0.286001,0.043926,0.087731,-0.069170,-0.150727
229,0.467383,0.154310,-0.168130,0.402119,0.030463,0.101360,0.081539,0.097897,0.017690,-0.140588,-0.030086,-0.075697,-0.136726,-0.194390,-0.047105,-0.009053,0.038205,-0.185197,0.135478,0.045210,-0.023783,0.035444,0.006598,-0.040660,0.007825,-0.039466,0.017491,0.021634,-0.143190,0.207114,0.052837,0.013339,0.026653,0.232399,0.239871,-0.094870,-0.141000,-0.102351,0.171347,0.255123,-0.024299,0.365402,0.443228,-0.400193,0.131497,0.388379,0.073588,-0.109549
230,0.457029,0.151625,-0.160460,0.363002,0.057379,0.107308,0.076745,0.104991,0.018266,-0.149792,-0.027402,-0.081920,-0.131140,-0.189980,-0.054470,-0.014269,0.039433,-0.199006,0.138103,0.028663,-0.023783,0.036671,0.000767,-0.048025,0.015190,-0.036873,0.021939,0.023783,-0.146028,0.180294,0.055579,0.012133,0.028277,0.232900,0.083756,-0.171906,-0.125008,-0.071134,0.061849,0.293041,-0.036867,0.196638,0.224867,-0.502416,0.209213,0.698577,0.258768,-0.037830
231,0.444949,0.147982,-0.152215,0.321392,0.084141,0.109935,0.072143,0.112278,0.018073,-0.160147,-0.023183,-0.088375,-0.126334,-0.184802,-0.062448,-0.020407,0.042502,-0.211894,0.132729,0.014457,-0.023476,0.035750,-0.001074,-0.052628,0.023476,-0.025015,0.038130,0.027158,-0.152945,0.159221,0.082783,0.010807,0.029610,0.233615,-0.070928,-0.297629,-0.136489,-0.021579,-0.045845,0.343207,-0.057102,-0.014650,-0.002970,-0.538685,0.307113,0.936210,0.466980,0.043192
232,0.431143,0.142997,-0.143203,0.277673,0.108689,0.110034,0.066966,0.118990,0.017498,-0.171077,-0.018198,-0.090700,-0.115253,-0.179050,-0.072268,-0.027772,0.045263,-0.220180,0.117695,0.002426,-0.026851,0.032068,-0.003529,-0.055083,0.029613,-0.011973,0.042103,0.028999,-0.199986,0.133935,0.133677,0.009093,0.030620,0.234706,-0.176563,-0.584112,-0.270079,-0.011192,-0.120311,0.535223,-0.131818,-0.336668,-0.166006,-0.428603,0.508798,0.910446,0.560482,0.113472
233,0.415036,0.136094,-0.134190,0.232804,0.126980,0.112505,0.061021,0.124359,0.015964,-0.181815,-0.011295,-0.093043,-0.108542,-0.172914,-0.083622,-0.036671,0.046798,-0.225090,0.091530,0.001743,-0.031454,0.025624,-0.010587,-0.052935,0.037899,-0.013922,0.036269,0.031454,-0.313505,0.098958,0.176815,0.006565,0.031465,0.236266,-0.266263,-1.104979,-0.587053,-0.030777,-0.221245,0.842241,-0.313287,-1.026212,-0.321864,-0.054435,0.717096,0.382561,0.367569,0.206767
234,0.396628,0.127274,-0.125178,0.191961,0.141189,0.113124,0.053543,0.128193,0.011937,-0.192169,-0.002091,-0.095227,-0.101032,-0.166203,-0.096818,-0.048946,0.043422,-0.226317,0.052508,0.022027,-0.039740,0.014269,-0.023476,-0.050787,0.049560,-0.016612,0.026938,0.035750,-0.473432,0.115318,0.204251,0.002483,0.032332,0.238286,-0.271798,-1.272002,-0.740011,-0.037965,-0.219912,0.990984,-0.429868,-1.267982,-0.323402,0.381871,0.857845,-0.078077,0.035182,0.278048
